RainTomorrow,MaxTemp,Humidity3pm
No,25.8,31.0
No,22.9,58.0
Yes,25.0,60.0
No,24.0,66.0
No,20.5,43.0
No,20.1,34.0
No,22.1,30.0
Yes,30.6,33.0
No,32.2,28.0
No,28.4,47.0
No,23.7,61.0
Yes,14.1,74.0
No,19.1,88.0
No,24.9,26.0
No,22.7,54.0
Yes,16.3,65.0
Yes,31.4,68.0
No,27.8,15.0
No,33.0,55.0
No,16.6,59.0
Yes,12.5,54.0
No,16.2,29.0
Yes,18.5,87.0
No,17.5,64.0
No,28.9,31.0
No,28.9,47.0
No,17.2,50.0
No,29.2,73.0
No,23.5,48.0
No,20.1,33.0
Yes,26.9,74.0
No,32.4,25.0
No,11.9,51.0
No,20.1,13.0
No,20.1,54.0
No,26.7,35.0
No,27.9,48.0
No,30.9,34.0
No,40.1,15.0
Yes,13.0,65.0
No,21.4,36.0
No,19.2,64.0
No,32.7,63.0
Yes,25.4,20.0
No,22.9,27.0
No,26.5,42.0
No,15.5,40.0
No,17.3,53.0
Yes,19.3,61.0
Yes,26.0,88.0
No,26.3,23.0
No,15.2,63.0
No,36.3,6.0
No,23.2,32.0
Yes,13.4,76.0
No,32.9,64.0
No,15.4,58.0
No,16.3,62.0
No,29.0,60.0
No,15.4,56.0
No,30.6,42.0
No,32.1,29.0
No,19.2,52.0
Yes,12.6,90.0
No,31.1,59.0
Yes,16.6,61.0
Yes,16.8,75.0
Yes,17.3,83.0
No,26.7,50.0
No,19.0,60.0
No,18.9,57.0
No,22.5,60.0
No,12.5,58.0
Yes,18.0,52.0
Yes,19.7,69.0
Yes,23.6,61.0
No,42.0,9.0
No,21.6,31.0
Yes,15.2,61.0
Yes,19.8,54.0
No,19.9,43.0
Yes,21.2,73.0
No,20.2,43.0
No,23.8,51.0
No,41.8,14.0
No,33.1,47.0
No,28.7,65.0
No,20.5,60.0
No,15.1,42.0
Yes,17.9,56.0
No,30.5,17.0
No,28.1,40.0
Yes,20.2,76.0
No,19.1,66.0
No,20.7,58.0
No,25.5,61.0
No,29.6,62.0
Yes,19.2,83.0
No,16.2,62.0
No,41.3,2.0
No,19.9,57.0
No,15.7,59.0
No,29.2,34.0
Yes,12.6,97.0
No,19.4,57.0
No,19.1,58.0
No,19.3,50.0
No,37.1,9.0
No,27.9,63.0
No,40.7,11.0
No,30.9,14.0
No,38.5,12.0
No,22.9,51.0
No,17.8,52.0
No,20.8,47.0
No,30.0,50.0
No,23.9,41.0
No,24.6,45.0
Yes,17.4,94.0
No,17.0,43.0
No,19.1,35.0
No,25.9,52.0
Yes,14.7,64.0
Yes,27.8,61.0
No,18.7,68.0
No,15.3,59.0
No,25.3,18.0
Yes,20.9,46.0
No,25.0,30.0
No,23.9,35.0
No,22.0,68.0
Yes,21.7,65.0
No,23.4,63.0
No,19.9,47.0
No,34.7,66.0
No,25.8,21.0
No,37.4,24.0
Yes,23.4,53.0
Yes,17.7,56.0
Yes,12.7,71.0
Yes,26.2,53.0
No,29.2,40.0
No,21.4,44.0
No,31.1,64.0
No,27.9,42.0
No,16.8,66.0
No,14.0,73.0
No,31.3,25.0
No,35.0,24.0
No,32.0,56.0
No,19.6,35.0
No,20.5,33.0
No,34.7,18.0
No,24.0,53.0
No,20.6,67.0
No,28.9,31.0
No,14.3,70.0
Yes,23.5,76.0
No,15.0,53.0
No,32.6,58.0
No,27.9,64.0
No,18.7,43.0
No,15.8,51.0
No,20.3,30.0
No,30.9,18.0
No,33.0,32.0
No,21.4,53.0
No,18.9,41.0
No,20.6,66.0
No,20.1,61.0
Yes,10.7,88.0
Yes,25.6,74.0
Yes,11.3,86.0
Yes,18.5,85.0
Yes,19.0,89.0
No,30.0,46.0
No,26.2,66.0
No,17.7,43.0
Yes,16.4,84.0
No,34.6,21.0
No,17.5,64.0
No,35.3,5.0
No,20.5,70.0
No,44.5,5.0
No,15.3,74.0
Yes,14.1,80.0
No,24.9,12.0
Yes,18.3,90.0
Yes,16.2,86.0
Yes,16.4,76.0
No,37.4,10.0
No,19.2,54.0
No,13.5,46.0
No,13.5,51.0
Yes,28.8,25.0
No,27.5,63.0
No,20.6,56.0
No,11.9,49.0
No,19.3,35.0
No,22.4,63.0
Yes,25.4,81.0
No,21.3,52.0
No,26.0,50.0
No,17.9,62.0
No,25.1,43.0
No,30.6,41.0
No,16.1,38.0
No,23.4,52.0
No,28.3,46.0
Yes,15.8,65.0
No,23.3,41.0
Yes,26.9,43.0
No,26.1,81.0
No,41.3,30.0
No,14.9,47.0
No,22.3,52.0
No,16.7,36.0
Yes,12.9,86.0
No,20.4,54.0
No,18.6,52.0
No,17.3,54.0
Yes,15.9,66.0
No,21.1,26.0
No,29.3,27.0
Yes,18.5,83.0
No,13.6,54.0
Yes,14.9,49.0
Yes,19.6,86.0
No,31.5,39.0
No,32.1,52.0
No,21.5,48.0
No,30.9,20.0
No,13.3,68.0
Yes,21.2,82.0
No,29.3,48.0
No,41.3,10.0
No,34.4,31.0
No,32.9,14.0
No,25.2,43.0
No,34.4,46.0
No,30.8,44.0
No,30.0,36.0
No,14.1,75.0
No,16.4,60.0
No,32.9,18.0
No,17.6,50.0
No,13.6,32.0
Yes,23.4,67.0
No,21.3,53.0
Yes,21.0,88.0
No,22.2,34.0
No,21.1,68.0
No,18.1,32.0
No,23.7,42.0
Yes,29.4,19.0
No,25.9,27.0
No,29.1,19.0
No,27.9,69.0
No,26.6,45.0
No,30.3,44.0
No,22.3,38.0
No,22.3,51.0
No,14.8,35.0
No,12.0,69.0
Yes,11.1,83.0
No,19.2,52.0
Yes,15.1,86.0
Yes,26.3,48.0
No,31.7,35.0
No,14.1,76.0
No,28.1,49.0
Yes,21.6,42.0
No,26.8,65.0
No,27.5,39.0
No,14.8,60.0
No,24.2,55.0
No,22.3,73.0
No,21.2,41.0
No,29.2,63.0
No,31.0,32.0
No,30.7,26.0
Yes,16.0,67.0
No,15.9,51.0
No,25.3,17.0
No,15.1,56.0
No,20.0,52.0
No,11.2,69.0
No,19.3,40.0
No,19.5,36.0
No,38.2,15.0
Yes,10.4,91.0
No,25.5,60.0
No,26.3,35.0
No,22.6,42.0
Yes,26.7,71.0
No,34.4,75.0
No,33.0,45.0
Yes,33.5,92.0
Yes,14.4,70.0
No,26.0,32.0
No,27.5,25.0
No,20.5,34.0
No,30.6,20.0
No,21.6,57.0
Yes,20.9,59.0
Yes,17.3,46.0
No,25.0,67.0
No,21.9,58.0
No,15.2,54.0
No,33.6,17.0
No,11.7,53.0
No,26.9,56.0
No,31.5,9.0
No,29.7,51.0
No,15.4,57.0
No,35.7,13.0
No,24.0,71.0
No,22.8,55.0
Yes,26.0,81.0
No,17.4,65.0
Yes,16.8,56.0
Yes,12.3,84.0
Yes,19.3,56.0
No,18.4,22.0
No,27.6,65.0
No,20.2,40.0
Yes,22.0,84.0
No,15.8,39.0
No,21.3,37.0
No,12.1,66.0
No,17.9,61.0
Yes,15.3,89.0
No,23.8,54.0
No,27.4,49.0
No,26.0,35.0
No,15.4,59.0
Yes,27.3,64.0
No,28.9,15.0
No,30.4,46.0
No,25.4,55.0
No,21.8,31.0
Yes,14.6,66.0
No,22.8,42.0
Yes,42.4,17.0
No,23.1,49.0
Yes,33.1,50.0
No,22.2,36.0
No,15.3,52.0
No,23.4,56.0
No,18.7,48.0
No,31.5,47.0
No,24.5,33.0
No,28.9,51.0
No,43.1,13.0
No,33.8,25.0
No,26.6,53.0
No,25.0,59.0
No,17.1,40.0
No,25.0,40.0
No,22.1,37.0
No,24.6,27.0
No,37.7,25.0
No,33.8,17.0
Yes,22.2,21.0
No,24.1,52.0
Yes,21.4,79.0
No,31.7,39.0
No,31.9,56.0
No,21.2,37.0
No,30.5,19.0
No,28.4,42.0
No,35.3,30.0
No,19.6,64.0
No,23.2,34.0
No,32.0,19.0
Yes,12.6,99.0
No,15.3,79.0
No,16.9,62.0
Yes,31.8,40.0
Yes,31.3,73.0
Yes,23.8,69.0
No,22.4,62.0
Yes,20.4,72.0
No,28.1,68.0
No,31.1,23.0
No,31.6,40.0
No,20.1,64.0
No,27.3,50.0
No,21.7,40.0
No,34.4,22.0
No,30.1,23.0
No,24.8,40.0
No,17.3,56.0
No,24.3,36.0
No,12.4,68.0
Yes,21.7,78.0
Yes,11.1,66.0
No,30.5,24.0
No,14.5,76.0
No,30.6,36.0
No,28.2,23.0
No,31.1,22.0
No,20.7,34.0
No,38.8,48.0
No,26.1,40.0
Yes,13.3,96.0
Yes,27.2,54.0
No,26.9,63.0
No,31.3,51.0
No,24.4,11.0
No,33.1,12.0
Yes,32.6,66.0
No,17.4,63.0
No,23.6,59.0
Yes,19.6,78.0
No,24.4,35.0
No,22.6,71.0
No,25.7,52.0
No,25.1,44.0
No,13.7,61.0
No,19.9,26.0
No,30.7,21.0
No,22.8,30.0
No,13.7,54.0
No,17.4,51.0
No,36.6,17.0
Yes,20.1,69.0
No,19.5,39.0
No,17.5,52.0
No,35.4,12.0
Yes,34.6,89.0
No,19.3,41.0
No,30.9,20.0
Yes,16.3,82.0
No,40.7,15.0
No,20.6,37.0
No,43.2,7.0
No,21.7,45.0
No,31.1,25.0
Yes,30.6,54.0
Yes,11.2,62.0
No,26.0,53.0
No,18.1,51.0
No,18.2,52.0
Yes,19.2,80.0
No,20.3,44.0
No,23.9,49.0
No,27.1,41.0
No,31.2,61.0
No,22.8,45.0
No,28.5,72.0
No,22.7,51.0
No,22.5,27.0
No,17.2,49.0
No,32.1,37.0
No,19.1,61.0
Yes,27.7,60.0
No,10.8,50.0
No,28.9,23.0
Yes,24.6,43.0
No,28.9,63.0
No,26.0,29.0
No,21.2,71.0
No,24.2,99.0
No,22.0,40.0
No,32.6,30.0
No,20.7,41.0
No,12.8,57.0
No,17.7,56.0
No,25.7,44.0
No,32.0,28.0
No,14.6,52.0
No,10.4,77.0
Yes,17.7,71.0
Yes,21.2,45.0
No,35.4,36.0
No,25.2,44.0
No,19.4,22.0
No,28.5,6.0
No,32.8,47.0
No,21.9,39.0
Yes,20.2,71.0
Yes,21.0,78.0
No,26.9,80.0
No,9.8,78.0
No,20.4,61.0
No,34.9,21.0
Yes,25.7,65.0
No,15.7,67.0
No,28.8,64.0
No,22.8,51.0
Yes,18.7,69.0
Yes,18.2,74.0
No,21.2,15.0
No,28.4,19.0
No,29.9,70.0
No,22.5,50.0
No,18.5,27.0
Yes,17.2,95.0
Yes,12.2,92.0
No,25.2,24.0
Yes,31.9,60.0
Yes,24.4,79.0
Yes,19.3,76.0
No,29.8,64.0
Yes,15.6,81.0
No,12.8,55.0
No,14.8,79.0
No,21.1,24.0
No,15.4,55.0
No,22.7,51.0
No,25.1,42.0
No,19.1,35.0
No,27.7,31.0
No,24.0,66.0
Yes,27.5,75.0
No,22.9,78.0
Yes,19.8,69.0
No,13.2,49.0
No,28.1,45.0
Yes,15.1,55.0
No,24.4,55.0
No,16.7,40.0
No,22.3,24.0
No,18.9,35.0
Yes,16.2,66.0
No,27.7,52.0
Yes,24.8,73.0
Yes,16.2,50.0
Yes,25.6,34.0
No,19.7,72.0
No,23.3,32.0
No,31.1,71.0
No,26.1,50.0
No,26.0,68.0
No,15.9,57.0
No,12.4,61.0
No,27.6,42.0
No,28.1,33.0
No,30.2,29.0
No,28.3,29.0
No,27.3,85.0
Yes,20.4,23.0
No,27.9,32.0
No,19.4,50.0
No,19.2,37.0
No,32.1,28.0
No,30.2,67.0
No,14.3,55.0
No,24.7,68.0
No,22.5,61.0
No,15.7,47.0
No,12.0,84.0
Yes,23.4,93.0
No,29.9,66.0
No,34.9,23.0
Yes,30.8,82.0
No,24.4,40.0
No,16.7,75.0
No,19.4,48.0
No,30.0,42.0
Yes,32.6,56.0
No,30.7,27.0
No,21.6,62.0
Yes,23.5,65.0
No,32.0,17.0
No,17.0,57.0
No,28.6,3.0
No,13.2,83.0
No,25.8,35.0
No,32.3,59.0
No,18.2,30.0
No,26.8,54.0
Yes,35.3,43.0
No,32.9,15.0
No,24.0,31.0
No,20.4,37.0
No,14.9,51.0
Yes,15.7,68.0
No,22.4,71.0
Yes,16.9,88.0
No,30.4,8.0
Yes,12.6,100.0
Yes,26.6,58.0
No,31.8,6.0
Yes,28.3,72.0
No,32.3,65.0
Yes,26.0,55.0
Yes,23.3,99.0
No,28.7,65.0
No,33.6,26.0
No,34.0,44.0
Yes,29.7,63.0
Yes,29.1,52.0
No,24.0,44.0
No,25.4,58.0
No,16.3,68.0
No,28.1,36.0
No,36.1,14.0
No,17.5,61.0
No,17.6,56.0
Yes,8.1,96.0
Yes,34.7,59.0
No,20.4,38.0
No,18.9,58.0
No,27.5,34.0
No,23.8,54.0
Yes,23.5,86.0
No,20.2,48.0
No,31.2,45.0
No,18.0,55.0
No,24.3,70.0
Yes,30.5,53.0
No,13.7,55.0
No,24.8,39.0
No,23.9,61.0
No,27.3,27.0
No,25.0,40.0
No,26.2,61.0
Yes,20.0,61.0
No,24.4,16.0
Yes,32.6,58.0
No,43.7,10.0
Yes,19.5,78.0
No,18.3,67.0
No,14.6,53.0
No,25.2,11.0
No,27.1,19.0
Yes,14.9,78.0
No,25.5,45.0
No,33.5,39.0
No,30.1,16.0
No,25.3,29.0
No,16.5,38.0
No,26.1,67.0
No,22.5,69.0
No,24.0,29.0
No,27.1,75.0
No,19.8,81.0
No,26.7,52.0
No,25.6,48.0
No,35.6,23.0
Yes,17.3,47.0
No,26.7,58.0
No,20.1,47.0
No,22.1,69.0
No,14.7,79.0
Yes,19.9,84.0
No,33.2,52.0
No,21.6,65.0
No,31.3,36.0
No,14.4,54.0
Yes,30.4,45.0
Yes,19.2,50.0
No,16.0,60.0
No,14.4,71.0
No,17.6,58.0
No,14.0,43.0
No,30.5,26.0
No,29.7,70.0
No,33.9,11.0
Yes,26.6,67.0
No,13.0,56.0
Yes,15.4,77.0
No,17.5,63.0
No,29.1,20.0
No,24.3,46.0
Yes,22.9,59.0
No,35.4,26.0
Yes,21.4,64.0
No,26.1,52.0
No,18.1,37.0
No,20.2,37.0
No,20.7,61.0
No,21.5,49.0
No,36.3,24.0
No,36.1,20.0
Yes,31.8,60.0
No,24.8,26.0
No,25.8,58.0
No,30.9,55.0
Yes,30.8,62.0
No,9.4,83.0
No,16.7,43.0
No,32.7,21.0
No,29.5,53.0
No,24.8,71.0
No,22.6,50.0
No,23.0,33.0
Yes,21.9,89.0
No,24.2,66.0
No,24.0,17.0
No,23.6,47.0
No,36.2,21.0
No,15.4,57.0
Yes,28.5,53.0
No,37.1,14.0
No,26.9,25.0
No,22.0,38.0
No,30.3,20.0
No,29.2,73.0
Yes,18.4,65.0
No,21.2,74.0
No,21.2,44.0
No,34.2,41.0
No,10.9,83.0
Yes,9.7,66.0
No,13.1,57.0
No,18.4,68.0
No,21.4,62.0
No,19.1,37.0
No,16.3,29.0
No,34.2,49.0
No,21.1,75.0
Yes,30.1,77.0
No,35.1,45.0
No,13.6,69.0
No,21.5,53.0
No,18.1,61.0
No,12.2,53.0
Yes,33.3,58.0
No,27.8,60.0
Yes,19.9,50.0
Yes,27.3,60.0
No,27.3,43.0
Yes,16.0,87.0
No,22.3,52.0
No,21.7,66.0
No,33.4,52.0
No,20.4,39.0
No,23.2,24.0
No,15.6,59.0
No,35.4,17.0
No,35.7,56.0
Yes,19.7,93.0
No,19.8,59.0
No,21.3,65.0
No,27.7,54.0
Yes,12.0,89.0
No,22.6,48.0
No,40.7,27.0
No,19.0,62.0
No,32.1,48.0
No,37.9,10.0
No,19.6,64.0
No,35.2,15.0
Yes,32.2,54.0
No,23.5,34.0
No,22.1,61.0
No,24.8,21.0
No,35.8,17.0
Yes,17.2,65.0
No,19.9,42.0
No,26.8,58.0
Yes,29.2,93.0
No,21.7,48.0
No,14.8,42.0
No,26.8,62.0
Yes,14.9,77.0
No,20.8,46.0
No,15.4,76.0
No,26.1,57.0
Yes,17.9,76.0
No,17.3,79.0
No,35.7,11.0
No,37.9,15.0
No,31.8,54.0
Yes,12.2,74.0
No,22.8,70.0
No,17.7,58.0
Yes,30.1,36.0
No,25.4,62.0
No,15.4,54.0
No,15.8,44.0
No,25.6,42.0
No,31.6,34.0
Yes,17.0,58.0
No,33.5,28.0
No,21.5,65.0
No,21.9,49.0
No,33.0,22.0
Yes,38.2,19.0
Yes,18.9,42.0
No,33.6,15.0
No,13.1,53.0
Yes,17.3,94.0
Yes,23.0,81.0
No,21.7,59.0
Yes,33.5,48.0
Yes,18.2,51.0
No,26.6,17.0
No,13.4,34.0
No,23.3,64.0
No,22.5,25.0
No,19.0,74.0
Yes,32.0,84.0
Yes,18.7,90.0
No,23.0,60.0
Yes,15.6,65.0
No,17.5,63.0
No,22.4,59.0
No,10.3,46.0
No,27.8,54.0
No,25.7,68.0
No,25.0,34.0
No,23.3,37.0
Yes,18.3,64.0
Yes,15.2,84.0
No,27.4,76.0
No,28.5,53.0
No,21.6,49.0
No,25.8,38.0
No,30.3,43.0
No,25.7,44.0
No,23.6,68.0
No,23.2,39.0
Yes,23.3,53.0
No,17.0,38.0
No,18.5,27.0
Yes,13.4,88.0
Yes,13.9,78.0
No,28.8,18.0
No,26.1,31.0
No,21.7,41.0
Yes,13.3,70.0
No,24.4,23.0
No,29.5,27.0
No,23.1,71.0
No,28.2,9.0
No,15.1,70.0
No,13.1,57.0
No,14.4,73.0
No,22.2,40.0
Yes,16.7,100.0
No,25.7,14.0
No,22.2,69.0
No,27.8,22.0
No,12.8,64.0
No,11.2,59.0
No,29.5,59.0
Yes,18.5,92.0
Yes,20.6,61.0
No,25.6,54.0
No,29.2,40.0
No,25.3,75.0
No,18.0,62.0
No,30.3,33.0
No,19.0,64.0
No,13.9,38.0
Yes,14.5,57.0
No,27.1,59.0
No,26.3,35.0
Yes,17.2,76.0
No,28.7,54.0
No,21.6,61.0
No,26.8,33.0
No,15.1,56.0
No,28.7,59.0
No,15.5,42.0
No,32.2,15.0
No,25.5,70.0
No,19.0,66.0
No,23.8,70.0
No,22.1,28.0
No,19.6,49.0
No,30.7,53.0
No,22.4,33.0
No,31.8,33.0
Yes,23.9,76.0
No,25.9,53.0
No,29.1,33.0
No,33.0,49.0
Yes,34.1,72.0
Yes,18.7,49.0
No,32.9,21.0
No,28.4,40.0
Yes,17.8,94.0
No,26.5,40.0
No,15.2,60.0
Yes,12.3,74.0
No,20.8,48.0
No,25.4,60.0
No,28.9,78.0
Yes,22.5,86.0
No,12.4,57.0
No,21.0,73.0
No,27.2,67.0
Yes,28.8,72.0
No,30.2,54.0
No,23.3,26.0
No,21.1,43.0
No,11.0,62.0
Yes,22.5,79.0
No,26.2,35.0
Yes,23.5,74.0
No,18.4,49.0
No,23.3,50.0
No,17.2,42.0
No,33.8,30.0
Yes,15.5,93.0
No,23.3,60.0
No,28.1,49.0
No,21.6,39.0
No,32.6,18.0
No,13.9,60.0
No,19.8,37.0
No,21.5,42.0
No,27.6,35.0
No,27.9,67.0
No,30.7,16.0
Yes,20.2,57.0
Yes,26.3,63.0
Yes,33.9,50.0
No,19.3,66.0
Yes,22.9,65.0
No,18.2,47.0
No,23.4,41.0
Yes,26.8,75.0
No,12.2,61.0
Yes,16.6,56.0
No,26.4,45.0
No,16.4,54.0
Yes,13.8,65.0
No,17.3,31.0
No,21.5,27.0
No,20.8,49.0
No,10.8,56.0
No,22.3,52.0
No,23.1,64.0
Yes,21.7,86.0
Yes,21.1,71.0
No,7.6,86.0
No,34.1,40.0
No,21.4,59.0
No,18.5,66.0
Yes,29.9,59.0
No,31.5,51.0
Yes,12.6,64.0
Yes,16.1,75.0
Yes,16.1,86.0
No,21.7,64.0
Yes,23.1,89.0
Yes,23.4,83.0
No,22.5,62.0
Yes,17.8,73.0
Yes,12.5,61.0
No,29.3,24.0
No,15.6,76.0
No,29.2,50.0
No,28.3,39.0
No,21.9,37.0
No,21.0,43.0
No,37.5,14.0
No,25.8,46.0
No,20.8,75.0
No,14.1,67.0
No,34.2,54.0
No,24.3,30.0
No,20.0,44.0
Yes,21.0,82.0
No,16.4,39.0
Yes,15.4,92.0
No,23.3,37.0
No,10.7,59.0
No,15.2,53.0
No,28.1,94.0
No,24.7,50.0
No,29.0,60.0
No,29.0,20.0
No,26.7,15.0
No,12.8,53.0
No,23.3,35.0
No,26.2,18.0
Yes,23.1,35.0
No,27.6,66.0
No,11.7,67.0
No,20.3,40.0
No,23.4,59.0
No,19.0,56.0
No,20.8,75.0
No,23.1,44.0
No,26.0,32.0
Yes,19.7,98.0
No,23.6,31.0
No,21.1,40.0
Yes,21.1,41.0
No,14.9,68.0
Yes,15.9,93.0
No,17.1,62.0
No,21.6,35.0
Yes,30.3,96.0
No,25.4,84.0
No,20.2,39.0
Yes,28.7,69.0
Yes,29.1,93.0
No,23.4,40.0
No,17.3,55.0
No,15.7,56.0
No,25.0,28.0
No,26.6,31.0
No,12.7,51.0
Yes,28.7,62.0
No,22.2,39.0
No,32.3,16.0
No,14.6,50.0
Yes,18.4,65.0
Yes,33.1,65.0
No,20.8,29.0
Yes,30.1,68.0
No,24.1,51.0
No,24.9,61.0
No,27.7,48.0
No,14.7,56.0
No,21.5,47.0
No,30.6,61.0
No,20.0,29.0
No,21.7,50.0
No,30.6,61.0
Yes,31.7,78.0
No,20.6,67.0
No,26.9,62.0
No,14.8,75.0
Yes,11.7,85.0
No,37.0,15.0
Yes,10.1,89.0
No,23.5,74.0
Yes,32.0,58.0
No,24.0,60.0
No,24.9,56.0
No,21.0,42.0
No,25.9,66.0
No,29.9,6.0
No,13.3,72.0
No,41.4,7.0
No,19.0,47.0
No,16.4,46.0
No,19.4,62.0
No,25.2,47.0
Yes,15.9,68.0
No,29.1,38.0
No,31.8,65.0
No,22.9,23.0
No,35.7,47.0
No,25.6,56.0
Yes,36.1,19.0
No,38.7,17.0
Yes,24.2,51.0
No,36.3,16.0
No,30.1,59.0
Yes,30.4,69.0
No,23.2,35.0
Yes,20.7,77.0
No,24.0,53.0
No,26.5,43.0
No,23.8,21.0
No,18.9,35.0
No,15.7,42.0
No,28.8,67.0
No,23.4,39.0
No,24.9,39.0
No,35.5,31.0
No,21.1,51.0
No,20.0,65.0
No,18.5,61.0
No,21.8,11.0
No,12.0,73.0
No,27.9,54.0
Yes,17.8,45.0
No,25.9,27.0
No,22.9,61.0
No,27.4,47.0
Yes,24.8,70.0
No,32.1,24.0
No,21.9,35.0
Yes,20.8,65.0
Yes,14.1,67.0
Yes,19.2,95.0
No,17.9,81.0
Yes,22.7,59.0
Yes,16.1,98.0
No,22.4,30.0
No,16.5,30.0
No,15.8,64.0
No,22.1,20.0
No,23.3,61.0
No,26.8,41.0
No,25.6,55.0
No,21.0,51.0
No,30.2,13.0
No,23.3,22.0
No,16.5,48.0
No,24.2,47.0
No,24.5,45.0
No,39.4,75.0
No,21.3,33.0
No,38.0,14.0
No,23.0,39.0
No,27.6,52.0
No,39.6,27.0
Yes,19.2,47.0
No,21.4,82.0
No,29.1,67.0
No,30.6,29.0
No,17.9,32.0
No,12.0,71.0
No,23.9,57.0
Yes,29.9,26.0
No,18.9,35.0
Yes,28.5,81.0
Yes,31.8,78.0
No,26.8,28.0
No,21.9,77.0
No,35.6,18.0
No,39.9,7.0
No,24.1,44.0
No,23.6,78.0
No,23.7,40.0
Yes,27.4,83.0
No,27.1,30.0
No,28.9,54.0
No,22.7,34.0
No,27.1,43.0
No,20.7,43.0
No,22.5,50.0
No,43.0,16.0
Yes,26.3,34.0
No,18.9,46.0
No,30.5,10.0
Yes,22.2,70.0
Yes,18.3,79.0
No,30.5,29.0
No,17.2,55.0
No,30.4,76.0
Yes,19.0,71.0
No,23.3,25.0
No,37.0,11.0
No,31.3,51.0
No,21.8,41.0
No,16.5,55.0
Yes,20.9,67.0
Yes,25.7,40.0
No,32.4,13.0
No,18.1,35.0
Yes,32.6,15.0
Yes,19.3,91.0
No,32.9,43.0
Yes,24.3,56.0
No,17.3,65.0
Yes,23.0,68.0
No,15.9,73.0
Yes,17.1,55.0
No,13.6,53.0
Yes,17.1,64.0
No,29.2,26.0
Yes,29.2,85.0
No,23.6,54.0
Yes,23.8,45.0
Yes,15.8,36.0
No,33.2,27.0
No,17.6,46.0
No,19.3,74.0
Yes,32.3,86.0
Yes,14.4,62.0
No,16.6,53.0
Yes,29.0,51.0
No,28.6,65.0
No,20.0,82.0
No,26.9,39.0
Yes,12.9,84.0
Yes,29.0,85.0
No,38.1,15.0
Yes,36.8,21.0
No,24.3,45.0
Yes,14.0,85.0
No,23.3,33.0
No,40.3,10.0
No,27.0,32.0
Yes,12.7,71.0
No,14.7,50.0
No,20.6,45.0
Yes,26.7,87.0
No,27.7,57.0
No,33.0,21.0
No,40.5,14.0
Yes,22.8,67.0
No,12.2,46.0
No,25.3,43.0
No,16.8,60.0
Yes,31.3,67.0
No,24.5,56.0
Yes,18.2,84.0
No,31.7,29.0
No,18.4,45.0
Yes,26.1,47.0
No,32.0,34.0
No,19.4,25.0
No,26.6,38.0
No,23.7,44.0
No,19.0,38.0
No,19.9,44.0
No,14.7,83.0
No,17.3,35.0
No,28.4,23.0
No,16.7,56.0
No,18.2,62.0
Yes,14.0,91.0
No,21.9,26.0
No,12.8,77.0
No,25.4,77.0
No,17.2,69.0
No,21.5,40.0
No,28.6,27.0
No,31.4,58.0
No,24.4,55.0
No,28.3,26.0
Yes,22.1,39.0
No,22.3,35.0
No,19.3,54.0
No,14.1,74.0
No,17.3,61.0
No,24.2,24.0
No,19.0,59.0
No,15.7,69.0
No,19.6,55.0
No,28.9,27.0
No,22.5,31.0
No,19.6,65.0
No,25.1,40.0
Yes,23.0,90.0
Yes,15.9,84.0
No,12.6,58.0
No,21.8,63.0
No,23.4,48.0
No,26.2,45.0
No,27.5,3.0
No,30.6,34.0
No,19.7,32.0
Yes,34.5,38.0
No,32.0,21.0
No,30.6,38.0
No,34.8,17.0
No,30.3,55.0
No,36.2,28.0
Yes,29.8,59.0
No,28.7,29.0
Yes,11.6,85.0
No,32.4,39.0
No,24.6,44.0
No,23.5,26.0
Yes,9.7,92.0
No,23.5,47.0
No,33.0,34.0
No,19.1,32.0
Yes,17.7,71.0
No,17.9,38.0
No,29.4,57.0
No,33.1,10.0
No,28.2,51.0
No,26.7,37.0
No,17.2,64.0
No,23.8,63.0
Yes,22.2,63.0
No,16.2,57.0
Yes,16.9,77.0
Yes,26.0,32.0
Yes,32.0,69.0
Yes,17.1,88.0
No,28.7,71.0
No,18.1,44.0
No,21.4,67.0
No,23.0,38.0
No,17.0,57.0
No,14.1,63.0
Yes,15.4,65.0
No,30.9,56.0
No,24.6,77.0
Yes,15.9,42.0
No,16.8,49.0
No,21.0,64.0
Yes,13.8,56.0
No,35.9,16.0
No,14.5,51.0
No,39.1,19.0
No,24.7,78.0
Yes,24.4,29.0
Yes,28.5,41.0
No,22.9,47.0
Yes,10.9,82.0
No,21.7,57.0
No,29.8,55.0
No,25.1,34.0
No,13.0,68.0
No,17.9,22.0
No,26.4,66.0
No,24.7,81.0
Yes,19.1,90.0
Yes,12.6,60.0
No,18.9,67.0
No,31.0,29.0
Yes,25.5,72.0
Yes,15.7,70.0
No,20.4,69.0
Yes,40.6,27.0
Yes,28.6,67.0
No,29.2,23.0
Yes,21.5,49.0
No,17.2,55.0
No,18.8,32.0
No,16.3,70.0
No,26.2,61.0
No,31.8,20.0
No,20.4,46.0
No,15.9,55.0
No,17.0,38.0
No,24.9,28.0
Yes,12.9,70.0
No,27.0,21.0
No,17.9,52.0
No,29.1,60.0
No,14.0,64.0
No,24.7,44.0
No,12.5,73.0
No,23.9,45.0
No,19.0,50.0
Yes,11.3,77.0
No,23.3,55.0
No,24.3,35.0
No,16.4,61.0
No,36.2,20.0
No,20.4,33.0
No,32.1,65.0
No,19.9,41.0
Yes,37.2,17.0
No,19.9,59.0
No,22.0,44.0
